company_name,link_company,equity_funding_total,num_articles,last_equity_funding_total,num_investments_funding_rounds,founded_on,ipqwery_num_trademark_registered,ipqwery_num_patent_granted,num_investors,operating_status,num_lead_investors,num_employees_enum,funding_total,num_funding_rounds,last_funding_type,last_funding_at,last_funding_total,num_founders,linkedin,facebook,twitter,founders,categories
QFEX,https://www.crunchbase.com/organization/qfex,500000.0,,500000.0,,2025-05-01,,,1,active,1.0,c_00001_00010,500000.0,1,pre_seed,2025-05-04,500000.0,2.0,https://www.linkedin.com/company/Entimox/,,https://x.com/TradeQFEX,"Annanay Kapila, Joshua Wharton","Financial Services, Lending and Investments"
Eytrix,https://www.crunchbase.com/organization/eytrix,29000000.0,,26000000.0,,2025-03-25,,,6,active,1.0,c_00011_00050,29000000.0,2,series_a,2025-05-08,26000000.0,2.0,https://www.linkedin.com/company/eytrix/,,https://x.com/eytrixai,"Erdem Hacisalihoglu, Ethan Lee","Artificial Intelligence (AI), Data and Analytics, Government and Military, Hardware, Science and Engineering, Software"
Minerva Intelligence,https://www.crunchbase.com/organization/minerva-intelligence,525000.0,,525000.0,,2025-02-23,,,3,active,1.0,c_00001_00010,525000.0,1,pre_seed,2025-04-07,525000.0,1.0,,,,Om Agarwal,Financial Services
Terracotta AI,https://www.crunchbase.com/organization/terracotta-ai,2700000.0,,2000000.0,,2025-02-01,,,2,active,1.0,c_00001_00010,2700000.0,2,seed,2025-01-01,2000000.0,2.0,https://www.linkedin.com/company/tryterracotta,,,"Carlos Feliciano, Casey Wilcox","Artificial Intelligence (AI), Hardware, Information Technology, Internet Services, Software"
TripleZip,https://www.crunchbase.com/organization/triplezip,500000.0,,500000.0,,2025-01-05,,,1,active,1.0,c_00001_00010,500000.0,1,pre_seed,2025-03-12,500000.0,2.0,https://www.linkedin.com/company/triplezip,,https://x.com/TripleZipAI,"Grayson Pike, Yash Sahota","Artificial Intelligence (AI), Data and Analytics, Financial Services, Professional Services, Real Estate, Science and Engineering, Software"
Nia,https://www.crunchbase.com/organization/nia-400a,850000.0,3.0,850000.0,,2025-01-01,,,8,active,1.0,c_00001_00010,850000.0,1,pre_seed,2025-05-07,850000.0,1.0,https://www.linkedin.com/company/nozomiolabs/,,,Arlan Rakhmetzhanov,"Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Software"
Collate,https://www.crunchbase.com/organization/collate-ed48,30000000.0,,30000000.0,,2025-01-01,0.0,0.0,4,active,1.0,c_00001_00010,30000000.0,1,seed,2025-01-19,30000000.0,2.0,https://www.linkedin.com/company/collate-software,,,"Nate Smith, Surbhi Sarna","Artificial Intelligence (AI), Data and Analytics, Information Technology, Science and Engineering, Software"
Cedar,https://www.crunchbase.com/organization/cedar-cc0e,500000.0,6.0,500000.0,,2025-01-01,,,1,active,1.0,c_00001_00010,500000.0,1,pre_seed,2025-03-12,500000.0,2.0,https://www.linkedin.com/company/cedarlaw/,,,"Isabelle Ilyia, Jesse Li","Artificial Intelligence (AI), Data and Analytics, Other, Science and Engineering, Software"
HUD,https://www.crunchbase.com/organization/hud,500000.0,6.0,500000.0,,2025-01-01,,,3,active,1.0,c_00001_00010,500000.0,1,pre_seed,2025-03-12,500000.0,3.0,https://www.linkedin.com/company/hud-ai/,,https://x.com/hud_evals,"Jay Ram, Lorenss Martinsons, Parth Patel","Artificial Intelligence (AI), Data and Analytics, Information Technology, Science and Engineering, Software"
Wildcard,https://www.crunchbase.com/organization/wildcard-02bd,500000.0,1.0,500000.0,,2025-01-01,,,1,active,1.0,c_00001_00010,500000.0,1,pre_seed,2025-03-12,500000.0,2.0,https://www.linkedin.com/company/wild-card-ai,,https://x.com/wildcard_ai,"Kaushik Mahorker, Yagnya Patel","Artificial Intelligence (AI), Data and Analytics, Information Technology, Internet Services, Science and Engineering, Software"
Oki,https://www.crunchbase.com/organization/oki,500000.0,3.0,500000.0,,2025-01-01,,,1,active,1.0,c_00001_00010,500000.0,1,pre_seed,2025-03-12,500000.0,2.0,https://www.linkedin.com/company/oki-ai/,,,"Aayush Tyagi, Luofei Chen","Artificial Intelligence (AI), Data and Analytics, Other, Science and Engineering, Software"
Roark,https://www.crunchbase.com/organization/roark-0f75,500000.0,3.0,500000.0,,2025-01-01,,,1,active,1.0,c_00001_00010,500000.0,1,pre_seed,2025-03-12,500000.0,2.0,https://www.linkedin.com/company/roark-innovations,,https://x.com/roarkanalytics,"Daniel Gauci, James Zammit","Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Software"
Calltree AI,https://www.crunchbase.com/organization/calltree-ai,500000.0,,500000.0,,2025-01-01,,,1,active,1.0,c_00001_00010,500000.0,1,pre_seed,2025-03-12,500000.0,2.0,https://www.linkedin.com/company/calltree-ai/,,https://x.com/calltreeai,"Kun Qian, Robertson Taylor","Administrative Services, Artificial Intelligence (AI), Data and Analytics, Other, Professional Services, Science and Engineering, Software"
a0.dev,https://www.crunchbase.com/organization/a0-dev,500000.0,,500000.0,,2025-01-01,,,4,active,1.0,c_00001_00010,500000.0,1,pre_seed,2025-03-12,500000.0,2.0,https://www.linkedin.com/company/a0-dev/,,https://x.com/a0_dev,"Ayomide Omolewa, Seth Setse","Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Software"
Rebolt,https://www.crunchbase.com/organization/rebolt-5917,500000.0,,500000.0,,2025-01-01,,,1,active,1.0,c_00011_00050,500000.0,1,pre_seed,2025-03-12,500000.0,2.0,https://www.linkedin.com/company/reboltai,,https://x.com/rebolthq,"Celia Manzano, Javier Sanchez","Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Software"
Contrario,https://www.crunchbase.com/organization/contrario,500000.0,,500000.0,,2025-01-01,,,1,active,1.0,c_00001_00010,500000.0,1,pre_seed,2025-03-12,500000.0,2.0,https://www.linkedin.com/company/contrario-ai/,,https://x.com/ContrarioAI,"Aditya Sood, Arya Marwaha","Artificial Intelligence (AI), Data and Analytics, Other, Science and Engineering, Software"
Miyagi Labs,https://www.crunchbase.com/organization/miyagi-labs,500000.0,,500000.0,,2025-01-01,,,2,active,1.0,c_00001_00010,500000.0,1,pre_seed,2025-03-12,500000.0,2.0,https://www.linkedin.com/company/miyagi-labs/,,https://x.com/miyagi_labs,"Guang Cui, Tyrone Davis III","Education, Media and Entertainment, Software, Video"
Praxim,https://www.crunchbase.com/organization/praxim,500000.0,,500000.0,,2025-01-01,,,1,active,1.0,c_00001_00010,500000.0,1,pre_seed,2025-03-12,500000.0,1.0,https://www.linkedin.com/company/praxim-yc-w25/,,,Frank Li,"Artificial Intelligence (AI), Data and Analytics, Information Technology, Science and Engineering, Software"
Karsa,https://www.crunchbase.com/organization/karsa-6236,500000.0,,500000.0,,2025-01-01,,,1,active,1.0,c_00001_00010,500000.0,1,pre_seed,2025-03-12,500000.0,2.0,https://www.linkedin.com/company/karsa/,,https://x.com/go_karsa,"Dale Wilson, Shahryar Hasnani","Blockchain and Cryptocurrency, Financial Services, Other, Payments, Software"
Nextbyte,https://www.crunchbase.com/organization/nextbyte,500000.0,,500000.0,,2025-01-01,,,1,active,1.0,c_00001_00010,500000.0,1,pre_seed,2025-03-12,500000.0,2.0,https://www.linkedin.com/company/nextbyte-ai/,,,"Jason Madeano, Matt Stallone","Administrative Services, Artificial Intelligence (AI), Data and Analytics, Professional Services, Science and Engineering, Software"
Ovlo,https://www.crunchbase.com/organization/ovlo,500000.0,,500000.0,,2025-01-01,,,1,active,1.0,c_00001_00010,500000.0,1,pre_seed,2025-03-12,500000.0,2.0,https://www.linkedin.com/company/ovlo/,,,"Amer Eid, Andrew Maalouf","Commerce and Shopping, Software"
TensorPool,https://www.crunchbase.com/organization/tensorpool,500000.0,,500000.0,,2025-01-01,,,1,active,1.0,c_00001_00010,500000.0,1,pre_seed,2025-03-12,500000.0,3.0,https://www.linkedin.com/company/tensorpool,,,"Hlumelo Notshe, Joshua Martinez, Tycho Svoboda","Information Technology, Internet Services, Software"
Sherpa Labs,https://www.crunchbase.com/organization/sherpa-labs-7114,500000.0,,500000.0,,2025-01-01,,,2,active,1.0,c_00001_00010,500000.0,1,pre_seed,2025-03-12,500000.0,2.0,https://www.linkedin.com/company/sherpalabs-ai/,,,"Jeffrey Chiu, Sherpa Labs","Artificial Intelligence (AI), Data and Analytics, Other, Science and Engineering, Software"
A1Base,https://www.crunchbase.com/organization/a1base,500000.0,,500000.0,,2025-01-01,,,2,active,1.0,c_00001_00010,500000.0,1,pre_seed,2025-03-12,500000.0,2.0,https://www.linkedin.com/company/a1base/,,https://x.com/a1baseapi,"Pasha Rayan, Pennie Huang","Artificial Intelligence (AI), Data and Analytics, Information Technology, Science and Engineering, Software"
Sennu AI,https://www.crunchbase.com/organization/sennu-ai,500000.0,,500000.0,,2025-01-01,,,1,active,1.0,c_00001_00010,500000.0,1,pre_seed,2025-03-12,500000.0,2.0,https://www.linkedin.com/company/sennu-ai/,,,"Sriman Gaddam, Sukhjit Singh","Artificial Intelligence (AI), Data and Analytics, Information Technology, Sales and Marketing, Science and Engineering, Software"
Dex_1,https://www.crunchbase.com/organization/dex-3c7b,500000.0,,500000.0,,2025-01-01,,,1,active,1.0,c_00001_00010,500000.0,1,pre_seed,2025-03-12,500000.0,2.0,https://www.linkedin.com/company/dexterityai/,,https://x.com/dexterity_ai,"Kevin Gu, Regina Lin","Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Software"
Lucidic AI,https://www.crunchbase.com/organization/lucidic-ai,500000.0,,500000.0,,2025-01-01,,,2,active,1.0,c_00001_00010,500000.0,1,pre_seed,2025-03-12,500000.0,3.0,https://www.linkedin.com/company/lucidic-ai/,,https://x.com/LucidicAI,"Abhinav Sinha, Andy Liang, Jeremy Tian","Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Software"
Rally,https://www.crunchbase.com/organization/rally-1eee,500000.0,,500000.0,,2025-01-01,,,1,active,1.0,c_00001_00010,500000.0,1,pre_seed,2025-03-12,500000.0,2.0,https://www.linkedin.com/company/rally-fintech/,,,"Nick Telecki, Thiago Peres","Financial Services, Transportation"
Harbera,https://www.crunchbase.com/organization/harbera,500000.0,,500000.0,,2025-01-01,,,1,active,1.0,c_00001_00010,500000.0,1,pre_seed,2025-03-12,500000.0,2.0,https://www.linkedin.com/company/harbera/,,,"Sophia Clark, Veronica Nutting","Artificial Intelligence (AI), Data and Analytics, Health Care, Science and Engineering, Software"
Amby Health,https://www.crunchbase.com/organization/amby-health,500000.0,,500000.0,,2025-01-01,,,2,active,1.0,c_00001_00010,500000.0,1,pre_seed,2025-03-12,500000.0,2.0,https://www.linkedin.com/company/ambyhealth/,,https://x.com/AmbyHealth,"Timmy Dang, Yos Wagenmans","Health Care, Software"
Maive,https://www.crunchbase.com/organization/maive-62f8,500000.0,,500000.0,,2025-01-01,,,1,active,1.0,c_00001_00010,500000.0,1,pre_seed,2025-03-12,500000.0,2.0,https://www.linkedin.com/company/maive-ai/,,https://x.com/maive_ai,"David Tondreau, Will Cray","Artificial Intelligence (AI), Data and Analytics, Professional Services, Science and Engineering, Software"
Quantstruct,https://www.crunchbase.com/organization/quantstruct,500000.0,,500000.0,,2025-01-01,,,1,active,1.0,c_00001_00010,500000.0,1,pre_seed,2025-03-12,500000.0,2.0,https://www.linkedin.com/company/quantstruct,,https://x.com/quantstruct,"Newman Hu, Sarthak Srinivas","Artificial Intelligence (AI), Data and Analytics, Information Technology, Internet Services, Science and Engineering, Software"
Trata,https://www.crunchbase.com/organization/trata,500000.0,,500000.0,,2025-01-01,,,2,active,1.0,c_00001_00010,500000.0,1,pre_seed,2025-03-12,500000.0,3.0,https://www.linkedin.com/company/trata-inc/,,https://x.com/trytrata,"Alexander Chen, Eric Cho, William Gao","Data and Analytics, Financial Services"
Macadamia,https://www.crunchbase.com/organization/macadamia,500000.0,,500000.0,,2025-01-01,,,1,active,1.0,c_00001_00010,500000.0,1,pre_seed,2025-03-12,500000.0,2.0,https://www.linkedin.com/company/macadamialabs/,,https://x.com/macadamialabs,"Abel Van Steenweghen, Brecht Pierreux","Artificial Intelligence (AI), Data and Analytics, Hardware, Manufacturing, Real Estate, Science and Engineering, Software"
Sift Dev,https://www.crunchbase.com/organization/sift-dev,500000.0,,500000.0,,2025-01-01,,,1,active,1.0,c_00001_00010,500000.0,1,pre_seed,2025-03-12,500000.0,2.0,https://www.linkedin.com/company/sift-dev/,,https://x.com/sift_dev,"Ishir Vaidyanath, Kaushik Akula","Artificial Intelligence (AI), Software"
TamLabs,https://www.crunchbase.com/organization/tamlabs,500000.0,,500000.0,,2025-01-01,,,1,active,1.0,c_00001_00010,500000.0,1,pre_seed,2025-02-28,500000.0,2.0,https://www.linkedin.com/company/tamlabs/,https://www.facebook.com/people/TamLabs/61566778583011/#,https://x.com/TamLabs_ai,"Ben Doolan, Joshua Doolan","Artificial Intelligence (AI), Data and Analytics, Financial Services, Science and Engineering, Software"
Verbiflow,https://www.crunchbase.com/organization/verbiflow,500000.0,,500000.0,,2025-01-01,,,1,active,1.0,c_00001_00010,500000.0,1,pre_seed,2025-03-12,500000.0,2.0,https://www.linkedin.com/company/verbiflow/,,,"Kashyab Ambarani, Rishi Mahadevan","Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Software"
TrainLoop,https://www.crunchbase.com/organization/trainloop-1fee,500000.0,,500000.0,,2025-01-01,,,2,active,1.0,c_00001_00010,500000.0,1,pre_seed,2025-03-12,500000.0,2.0,https://www.linkedin.com/company/trainloopai,,https://x.com/TrainLoop_ai,"Jackson Stokes, Mason Pierce","Information Technology, Internet Services"
Misprint,https://www.crunchbase.com/organization/misprint,500000.0,,500000.0,,2025-01-01,,,2,active,1.0,c_00001_00010,500000.0,1,pre_seed,2025-03-12,500000.0,2.0,https://www.linkedin.com/company/misprint-inc/,,https://x.com/MisprintInc,"Eva Herget, Jonathan Jenkins",Commerce and Shopping
Morph,https://www.crunchbase.com/organization/autoinfra,500000.0,,500000.0,,2025-01-01,,,1,active,1.0,c_00001_00010,500000.0,1,pre_seed,2023-06-01,500000.0,1.0,https://www.linkedin.com/company/morphllm,,,Tejas Bhakta,"Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Software, Travel and Tourism"
Vocality Health,https://www.crunchbase.com/organization/vocality-health,500000.0,,500000.0,,2025-01-01,,,2,active,1.0,c_00001_00010,500000.0,1,pre_seed,2025-03-12,500000.0,2.0,https://www.linkedin.com/company/vocality-health/,,,"Brogan McPartland, Vivek Jayaram","Artificial Intelligence (AI), Data and Analytics, Health Care, Science and Engineering, Software"
Exla,https://www.crunchbase.com/organization/exla-9807,500000.0,,500000.0,,2025-01-01,,,1,active,1.0,c_00001_00010,500000.0,1,pre_seed,2025-03-12,500000.0,2.0,https://www.linkedin.com/company/exla-corp/,,https://x.com/exla_ai,"Pranav Nair, Viraat Das","Artificial Intelligence (AI), Data and Analytics, Hardware, Science and Engineering, Software"
Browser Use,https://www.crunchbase.com/organization/browser-use,17500000.0,8.0,17000000.0,,2024-12-12,,,10,active,2.0,c_00001_00010,17500000.0,2,seed,2025-03-22,17000000.0,2.0,https://www.linkedin.com/company/browser-use/,,https://x.com/browser_use,"Gregor Zunic, Magnus Müller","Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Software"
Pave Robotics,https://www.crunchbase.com/organization/pave-robotics,5500000.0,,5000000.0,,2024-12-07,,,3,active,1.0,c_00001_00010,5500000.0,2,seed,2025-03-13,5000000.0,2.0,https://www.linkedin.com/company/pave-robotics,,https://x.com/Pave_Robotics,"Josh Kelly, Mason Landon Smith","Hardware, Science and Engineering, Software"
CozmoX AI (YC W22),https://www.crunchbase.com/organization/cozmox-ai,4000000.0,2.0,3000000.0,,2024-12-01,,,7,active,1.0,c_00011_00050,4000000.0,2,seed,2022-08-22,3000000.0,2.0,https://www.linkedin.com/company/cozmox-ai,,https://www.x.com/cozmoxai,"Alok Kumar, Nuha Hashem","Artificial Intelligence (AI), Data and Analytics, Financial Services, Health Care, Real Estate, Science and Engineering, Software"
CopyCat,https://www.crunchbase.com/organization/copycat-a82b,1925000.0,,1800000.0,,2024-12-01,,,2,active,1.0,c_00001_00010,1925000.0,2,seed,2025-04-02,1800000.0,3.0,https://www.linkedin.com/company/copycat-ai,,,"Abhi Balijepali, Graham Sabin, Zyad Elgohary","Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Software"
Agentin AI,https://www.crunchbase.com/organization/agentin-ai,500000.0,,500000.0,,2024-11-21,,,1,active,1.0,c_00001_00010,500000.0,1,pre_seed,2025-03-12,500000.0,1.0,http://linkedin.com/company/agentin-ai,,https://x.com/ai_agentin,Sankeerth Rao Karingula,"Artificial Intelligence (AI), Data and Analytics, Other, Science and Engineering, Software"
HYBRD,https://www.crunchbase.com/organization/hybrd,500000.0,3.0,500000.0,,2024-10-09,,,1,active,1.0,c_00001_00010,500000.0,1,pre_seed,2024-12-04,500000.0,4.0,https://www.linkedin.com/company/hybrd-do-hard-things/,,https://twitter.com/hybrd_app,"Ben Katz, Caroline ""Shoe"" Shoemaker, Mats Terwiesch, Matthew Ruiters","Artificial Intelligence (AI), Data and Analytics, Internet Services, Science and Engineering, Software, Sports"
Pickle_1,https://www.crunchbase.com/organization/pickle-4f75,6000000000.0,,6000000000.0,,2024-10-01,,,9,active,1.0,c_00001_00010,6000000000.0,2,seed,2025-06-05,6000000000.0,5.0,https://www.linkedin.com/company/get-pickle-ai,,,"Chris Kang, Daniel Park, Emmett Kim, Sam Yu, Sanio Jung","Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Software"
SRE.ai,https://www.crunchbase.com/organization/sre-ai,500000.0,,500000.0,,2024-10-01,,,2,active,1.0,c_00001_00010,500000.0,1,pre_seed,2024-12-04,500000.0,2.0,https://www.linkedin.com/company/sreai,,https://x.com/sreai_team,"Edward Aryee, Rajsekhar Kadiyala","Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Software"
Ryvn,https://www.crunchbase.com/organization/ryvn,500000.0,,500000.0,,2024-10-01,,,2,active,1.0,c_00001_00010,500000.0,1,pre_seed,2024-11-11,500000.0,2.0,https://www.linkedin.com/company/ryvn/,https://www.facebook.com/profile.php?id=61568480165733,https://x.com/RyvnAI,"Albert Lam, Shardool Patel","Information Technology, Internet Services, Software"
Spott,https://www.crunchbase.com/organization/spott-12e4,3200000.0,4.0,3200000.0,,2024-09-01,,,4,active,2.0,c_00001_00010,3200000.0,1,seed,2025-05-28,3200000.0,3.0,https://www.linkedin.com/company/spottai,,,"Lander Degreve, Manu Vanderveeren, Samuel Smeys","Administrative Services, Artificial Intelligence (AI), Data and Analytics, Other, Professional Services, Science and Engineering, Software"
Astrix Health,https://www.crunchbase.com/organization/astrix-health,2000000.0,,2000000.0,,2024-09-01,,,6,active,1.0,c_00001_00010,2000000.0,1,pre_seed,2024-10-10,2000000.0,2.0,https://www.linkedin.com/company/astrix-health,,,"Abhinav Swaminathan, Thomas Blake","Artificial Intelligence (AI), Data and Analytics, Health Care, Science and Engineering, Software, Transportation"
Alex,https://www.crunchbase.com/organization/alex-39e4,500000.0,,500000.0,,2024-09-01,,,1,active,1.0,c_00001_00010,500000.0,1,pre_seed,2024-12-04,500000.0,1.0,https://www.linkedin.com/company/alex-sidebar/,,https://x.com/alexcodes_ai,Daniel Edrisian,"Apps, Mobile, Platforms, Software"
Devdraft,https://www.crunchbase.com/organization/devdraft-ai,125000.0,,125000.0,,2024-08-26,,,1,active,1.0,c_00001_00010,125000.0,1,pre_seed,2024-06-17,125000.0,2.0,https://www.linkedin.com/company/devdraft-ai,,,"Boris Manda, Salifyanji Namwila","Blockchain and Cryptocurrency, Financial Services, Internet Services, Other"
Intryc,https://www.crunchbase.com/organization/sentify-ac9e,4700000.0,6.0,3100000.0,,2024-08-15,,,8,active,2.0,c_00001_00010,4700000.0,3,seed,2025-01-23,3100000.0,3.0,https://www.linkedin.com/company/intryc,,https://x.com/intryc,"Alex Marantelos, Dimitrios Ilias, George Pastakas","Artificial Intelligence (AI), Data and Analytics, Other, Professional Services, Software"
Bluebook,https://www.crunchbase.com/organization/bluebook-2d2f,3000000.0,4.0,3000000.0,,2024-08-10,,,6,active,1.0,c_00001_00010,3000000.0,1,pre_seed,2025-02-13,3000000.0,3.0,https://www.linkedin.com/company/bluebook-accounting,,https://x.com/bluebookhq,"Filip Stål, Jonathan Andersson, Philip Andersson","Artificial Intelligence (AI), Data and Analytics, Financial Services, Other, Professional Services, Science and Engineering, Software"
Hey Revia,https://www.crunchbase.com/organization/hey-revia,500000.0,,500000.0,,2024-08-01,,,1,active,1.0,c_00001_00010,500000.0,1,pre_seed,2024-09-25,500000.0,2.0,https://www.linkedin.com/company/heyrevia/,,https://twitter.com/heyrevia,"David (Wenbo) Zhu, Shaun Wei","Administrative Services, Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Software"
Arva AI,https://www.crunchbase.com/organization/arva-ai,3125000.0,5.0,3000000.0,,2024-07-01,,,8,active,2.0,c_00001_00010,3125000.0,2,seed,2025-01-14,3000000.0,2.0,https://www.linkedin.com/company/arva-ai/,,,"Oli Wales, Rhim Shah","Artificial Intelligence (AI), Data and Analytics, Financial Services, Lending and Investments, Science and Engineering, Software"
FirstWork,https://www.crunchbase.com/organization/firstwork-16ba,5500000.0,4.0,5000000.0,,2024-07-01,,,10,active,2.0,c_00001_00010,5500000.0,2,seed,2025-02-27,5000000.0,2.0,https://www.linkedin.com/company/firstworkhr/,,https://x.com/firstworkhr,"Shubham Choudhary, Vardhan Kapoor","Administrative Services, Health Care, Information Technology, Professional Services, Transportation"
Cuckoo,https://www.crunchbase.com/organization/cuckoo-27e2,500000.0,5.0,500000.0,,2024-07-01,,,2,active,1.0,c_00001_00010,500000.0,1,pre_seed,2025-01-06,500000.0,2.0,https://www.linkedin.com/company/cuckoohq,,https://x.com/cuckoohq,"Gunwoo Kim, Yong Hee Lee","Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Software"
Rastro,https://www.crunchbase.com/organization/rastro-e216,500000.0,,500000.0,,2024-07-01,,,1,active,1.0,c_00001_00010,500000.0,1,pre_seed,2024-09-25,500000.0,3.0,https://www.linkedin.com/company/rastroai/,,https://x.com/rastroai,"Augustin Baudoin, Baptiste Cumin, Papa Sougou Wele","Commerce and Shopping, Design, Other, Real Estate"
Standard Data,https://www.crunchbase.com/organization/standard-data,500000.0,,500000.0,,2024-07-01,,,1,active,1.0,c_00001_00010,500000.0,1,pre_seed,2024-09-25,500000.0,2.0,https://www.linkedin.com/company/standard-data-incorporated,,,"John Robison, Shaashwat Sharma","Artificial Intelligence (AI), Data and Analytics, Hardware, Science and Engineering, Software"
Weel,https://www.crunchbase.com/organization/weel-f331,500000.0,,500000.0,,2024-07-01,,,1,active,1.0,c_00001_00010,500000.0,1,pre_seed,2024-08-21,500000.0,2.0,https://www.linkedin.com/company/weel-inc/,,,"David de Rothschild, Raphael Krief","Artificial Intelligence (AI), Data and Analytics, Hardware, Science and Engineering, Software"
Invoke Labs,https://www.crunchbase.com/organization/invoke-labs-fd37,500000.0,,500000.0,,2024-07-01,,,1,active,1.0,c_00001_00010,500000.0,1,pre_seed,2024-07-01,500000.0,2.0,https://www.linkedin.com/company/invoke-labs-inc,,https://x.com/Voker_ai,"Alex Rudolph, Tyler Postle","Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Software"
Fortress,https://www.crunchbase.com/organization/fetchflow,500000.0,9.0,500000.0,,2024-06-12,,,1,active,1.0,c_00001_00010,500000.0,1,pre_seed,2024-06-27,500000.0,2.0,https://www.linkedin.com/company/103565989/admin/dashboard/,,https://x.com/fortress_build,"David Chu, Will Hopkins","Data and Analytics, Information Technology, Software"
Vera Health,https://www.crunchbase.com/organization/vera-health,500000.0,1.0,500000.0,,2024-06-01,,,2,active,1.0,c_00001_00010,500000.0,1,pre_seed,2024-09-25,500000.0,2.0,https://linkedin.com/in/vera-health-ai,,https://x.com/vera_health_ai,"Maxime Allouch, Taieb Bennani","Artificial Intelligence (AI), Data and Analytics, Health Care, Other, Science and Engineering, Software"
Zeit AI,https://www.crunchbase.com/organization/zeit-ai,500000.0,,500000.0,,2024-06-01,,,1,active,1.0,c_00001_00010,500000.0,1,pre_seed,2024-09-25,500000.0,2.0,https://www.linkedin.com/company/zeit-ai/,,,"Leopold von Waldthausen, Marvin Christopher Bornstein","Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Software"
Mindely,https://www.crunchbase.com/organization/mindely,500000.0,,500000.0,,2024-06-01,,,1,active,1.0,c_00001_00010,500000.0,1,pre_seed,2024-07-08,500000.0,4.0,https://www.linkedin.com/company/mindelyai,,https://x.com/MindelyAI,"Alix Maurin, Clément Nguyen, Joseph Thalinjan, Sasha Collin","Administrative Services, Artificial Intelligence (AI), Professional Services, Software"
RunLocal AI,https://www.crunchbase.com/organization/neuralize,500000.0,,500000.0,,2024-06-01,,,1,active,1.0,c_00001_00010,500000.0,1,pre_seed,2024-06-14,500000.0,3.0,https://www.linkedin.com/company/runlocalai/,,https://x.com/RunLocalAI,"Ciarán O' Rourke, Ismail Salim, Ivan Chan","Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Software"
Saldor,https://www.crunchbase.com/organization/saldor,500000.0,,500000.0,,2024-06-01,,,1,active,1.0,c_00001_00010,500000.0,1,pre_seed,2024-09-25,500000.0,2.0,https://www.linkedin.com/company/3642929,,https://x.com/SaldorAI,"Jack Cameron, Jacob Bland","Data and Analytics, Hardware, Internet Services, Software"
The Forecasting Company,https://www.crunchbase.com/organization/the-forecasting-company,500000.0,,500000.0,,2024-06-01,,,1,active,1.0,c_00001_00010,500000.0,1,pre_seed,2024-09-25,500000.0,2.0,https://www.linkedin.com/company/the-forecasting-company/,,https://x.com/forecastingco,"Geoffrey Négiar, Joachim Fainberg","Artificial Intelligence (AI), Data and Analytics, Other, Science and Engineering, Software"
Kastle,https://www.crunchbase.com/organization/kastle,500000.0,2.0,500000.0,,2024-05-31,,,1,active,1.0,c_00001_00010,500000.0,1,pre_seed,2024-06-01,500000.0,2.0,https://www.linkedin.com/company/kastleai/,,,"Nitish Poddar, Rishi Choudhary","Artificial Intelligence (AI), Data and Analytics, Financial Services, Real Estate, Science and Engineering, Software"
Abel Police,https://www.crunchbase.com/organization/abel-police,5000000.0,,5000000.0,,2024-05-15,0.0,0.0,4,active,1.0,c_00001_00010,5000000.0,1,seed,2024-10-17,5000000.0,1.0,https://www.linkedin.com/company/abel-police/,,,Daniel Francis,"Government and Military, Information Technology, Privacy and Security"
Gauge,https://www.crunchbase.com/organization/gauge-6d0f,500000.0,1.0,500000.0,,2024-05-14,,,2,active,1.0,c_00001_00010,500000.0,1,pre_seed,2024-09-25,500000.0,2.0,https://www.linkedin.com/company/withgauge/,,https://x.com/gauge_sh,"Caelean Barnes, Evan Doyle","Artificial Intelligence (AI), Information Technology, Internet Services, Sales and Marketing, Software"
BlindPay,https://www.crunchbase.com/organization/blindpay,500000.0,,500000.0,,2024-05-02,,,1,active,1.0,c_00001_00010,500000.0,1,pre_seed,2025-03-12,500000.0,4.0,https://www.linkedin.com/company/blindpay/,,https://x.com/blindpaylabs,"Bernardo Simonassi, Gabriel Lyra, Gustavo Marinho, João Borges","Financial Services, Payments, Software"
Simple AI,https://www.crunchbase.com/organization/simple-ai-9d81,500000.0,,500000.0,,2024-05-01,,,2,active,1.0,c_00001_00010,500000.0,1,pre_seed,2024-09-25,500000.0,2.0,https://www.linkedin.com/company/simple-ai-lab,,https://x.com/simpleailab,"Catheryn Li, Zach Kamran","Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Software"
